,Domain_x,Topic_x,Variable Name,Variable Label,cluster_labels,age,min,max,Risk,gender,male,race,American Indian and Alaska Native,Asian,Black or African American,Hispanic or Latino,Two or more races,Native Hawaiian and other Pacific Islander,White,Some other race,total
450,1. Social Context,Socioeconomic Disadvantage Indices,MHSVI_RPL_THEME5_HCI_ACCESS,Minority Health Social Vulnerability Index: Percentile ranking for health care infrastructure/access theme,84,No,,,Food Security,No,,Yes,,1.0,1.0,1.0,1.0,1.0,1.0,1,7.0
451,1. Social Context,Socioeconomic Disadvantage Indices,MHSVI_RPL_THEME5_HCI_ACCESS,Minority Health Social Vulnerability Index: Percentile ranking for health care infrastructure/access theme,84,No,,,Housing Challenges,No,,Yes,,1.0,1.0,1.0,1.0,1.0,1.0,1,7.0
452,1. Social Context,Socioeconomic Disadvantage Indices,MHSVI_RPL_THEME6_MV,Minority Health Social Vulnerability Index: Percentile ranking for medical vulnerability theme,84,No,,,Transportation Risk,No,,No,,,,,,,,,
453,1. Social Context,Socioeconomic Disadvantage Indices,MHSVI_RPL_THEME6_MV,Minority Health Social Vulnerability Index: Percentile ranking for medical vulnerability theme,84,No,,,Food Security,No,,No,,,,,,,,,
454,1. Social Context,Socioeconomic Disadvantage Indices,MHSVI_RPL_THEME6_MV,Minority Health Social Vulnerability Index: Percentile ranking for medical vulnerability theme,84,No,,,Housing Challenges,No,,No,,,,,,,,,
455,5. Healthcare context,Health outcomes,MMD_ANXIETY_DISD,Prevalence of anxiety disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,Social Environmental Risk,No,,No,,,,,,,,,
456,5. Healthcare context,Health outcomes,MMD_ANXIETY_DISD,Prevalence of anxiety disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,Lifestyle,No,,No,,,,,,,,,
457,5. Healthcare context,Health outcomes,MMD_ANXIETY_DISD,Prevalence of anxiety disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,financial Risk,No,,No,,,,,,,,,
458,5. Healthcare context,Health outcomes,MMD_BIPOLAR_DISD,Prevalence of bipolar disorder among Medicare (dual and non-dual) beneficiaries,137,No,,,Social Environmental Risk,No,,No,,,,,,,,,
459,5. Healthcare context,Health outcomes,MMD_BIPOLAR_DISD,Prevalence of bipolar disorder among Medicare (dual and non-dual) beneficiaries,137,No,,,Lifestyle,No,,No,,,,,,,,,
460,5. Healthcare context,Health outcomes,MMD_BIPOLAR_DISD,Prevalence of bipolar disorder among Medicare (dual and non-dual) beneficiaries,137,No,,,financial Risk,No,,No,,,,,,,,,
461,5. Healthcare context,Health outcomes,MMD_DEPR_DISD,Prevalence of depressive disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,Social Environmental Risk,No,,No,,,,,,,,,
462,5. Healthcare context,Health outcomes,MMD_DEPR_DISD,Prevalence of depressive disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,Lifestyle,No,,No,,,,,,,,,
463,5. Healthcare context,Health outcomes,MMD_DEPR_DISD,Prevalence of depressive disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,financial Risk,No,,No,,,,,,,,,
464,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_AIAN_RATE,"Emergency department visits per 1,000 American Indian or Alaska Native Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,No,,Yes,1.0,,,,,,,,1.0
465,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_ASIAN_RATE,"Emergency department visits per 1,000 Asian or Pacific Islander Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,No,,Yes,,1.0,,,,,,,1.0
466,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_BLACK_RATE,"Emergency department visits per 1,000 Black Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,No,,Yes,,,1.0,,,,,,1.0
467,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_DUAL_RATE,"Emergency department visits per 1,000 dual beneficiaries",103,No,,,financial Risk,No,,No,,,,,,,,,
468,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_F_RATE,"Emergency department visits per 1,000 female Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,Yes,0.0,No,,,,,,,,,
469,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_HISP_RATE,"Emergency department visits per 1,000 Hispanic Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,No,,Yes,,,,1.0,,,,,1.0
470,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_MED_RATE,"Emergency department visits per 1,000 Medicare only beneficiaries",103,No,,,financial Risk,No,,No,,,,,,,,,
471,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_M_RATE,"Emergency department visits per 1,000 male Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,Yes,1.0,No,,,,,,,,,
472,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_OTHER_RATE,"Emergency department visits per 1,000 other race Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,No,,No,,,,,,,,,
473,5. Healthcare context,Utilization and costs,MMD_ED_VISITS_WHITE_RATE,"Emergency department visits per 1,000 White Medicare (dual and non-dual) beneficiaries",103,No,,,financial Risk,No,,Yes,,,,,,,1.0,,1.0
474,5. Healthcare context,Health outcomes,MMD_OUD_IND,Prevalence of the overarching Opioid Use Disorder (OUD) indicator among Medicare (dual and non-dual) beneficiaries,137,No,,,Social Environmental Risk,No,,No,,,,,,,,,
475,5. Healthcare context,Health outcomes,MMD_OUD_IND,Prevalence of the overarching Opioid Use Disorder (OUD) indicator among Medicare (dual and non-dual) beneficiaries,137,No,,,Lifestyle,No,,No,,,,,,,,,
476,5. Healthcare context,Health outcomes,MMD_OUD_IND,Prevalence of the overarching Opioid Use Disorder (OUD) indicator among Medicare (dual and non-dual) beneficiaries,137,No,,,financial Risk,No,,No,,,,,,,,,
477,5. Healthcare context,Health outcomes,MMD_PERSONALITY_DISD,Prevalence of personality disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,Social Environmental Risk,No,,No,,,,,,,,,
478,5. Healthcare context,Health outcomes,MMD_PERSONALITY_DISD,Prevalence of personality disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,Lifestyle,No,,No,,,,,,,,,
479,5. Healthcare context,Health outcomes,MMD_PERSONALITY_DISD,Prevalence of personality disorders among Medicare (dual and non-dual) beneficiaries,137,No,,,financial Risk,No,,No,,,,,,,,,
480,5. Healthcare context,Health outcomes,MMD_THREE_OR_MORE_COND,Prevalence of Medicare (dual and non-dual) beneficiaries with three or more claims-based conditions,137,No,,,Social Environmental Risk,No,,No,,,,,,,,,
481,5. Healthcare context,Health outcomes,MMD_THREE_OR_MORE_COND,Prevalence of Medicare (dual and non-dual) beneficiaries with three or more claims-based conditions,137,No,,,Lifestyle,No,,No,,,,,,,,,
482,5. Healthcare context,Health outcomes,MMD_THREE_OR_MORE_COND,Prevalence of Medicare (dual and non-dual) beneficiaries with three or more claims-based conditions,137,No,,,financial Risk,No,,No,,,,,,,,,
483,5. Healthcare context,Health insurance status,MP_MEDICARE_ADVTG_ENROLLED,Total number of Medicare Advantage enrollees in the county,5,No,,,financial Risk,No,,No,,,,,,,,,
484,5. Healthcare context,Health insurance status,MP_MEDICARE_ELIGIBLES,Total number of Medicare eligibles in the county,5,No,,,financial Risk,No,,No,,,,,,,,,
485,5. Healthcare context,Health insurance status,MP_PCT_ADVTG_PEN,Percentage of Medicare eligible beneficiaries enrolled in a Medicare Advantage plan per 100 population,5,No,,,financial Risk,No,,No,,,,,,,,,
486,4. Physical infrastructure,Environment,NEPHTN_MAXDROUGHT,Maximum number of consecutive weeks of cumulative moderate drought or worse per year,108,No,,,Climate Risk,No,,No,,,,,,,,,
487,4. Physical infrastructure,Environment,NEPHTN_NUMDROUGHT,Total number of weeks of cumulative moderate drought or worse per year,108,No,,,Climate Risk,No,,No,,,,,,,,,
488,4. Physical infrastructure,Environment,NEPHTN_PCT_MONPD_PM25,Percentage of days with PM2.5 levels over the national ambient air quality standard (monitored values only),105,No,,,Climate Risk,No,,No,,,,,,,,,
489,4. Physical infrastructure,Environment,NOAAS_PROPERTY_DAMAGE,Estimated amount of damage to property incurred by the storm events during the year (Dollar),117,No,,,Housing Challenges,No,,No,,,,,,,,,
490,4. Physical infrastructure,Environment,NOAAS_PROPERTY_DAMAGE,Estimated amount of damage to property incurred by the storm events during the year (Dollar),117,No,,,Climate Risk,No,,No,,,,,,,,,
491,4. Physical infrastructure,Environment,NOAAS_TOT_DEATHS_DIRECT,Total number of deaths directly caused by storm events during the year,117,No,,,Housing Challenges,No,,No,,,,,,,,,
492,4. Physical infrastructure,Environment,NOAAS_TOT_DEATHS_DIRECT,Total number of deaths directly caused by storm events during the year,117,No,,,Climate Risk,No,,No,,,,,,,,,
493,4. Physical infrastructure,Environment,NOAAS_TOT_DEATHS_INDIRECT,Total number of deaths indirectly caused by storm events during the year,117,No,,,Housing Challenges,No,,No,,,,,,,,,
494,4. Physical infrastructure,Environment,NOAAS_TOT_DEATHS_INDIRECT,Total number of deaths indirectly caused by storm events during the year,117,No,,,Climate Risk,No,,No,,,,,,,,,
495,4. Physical infrastructure,Environment,NOAAS_TOT_DROUGHT,Total number of drought,108,No,,,Climate Risk,No,,No,,,,,,,,,
496,4. Physical infrastructure,Environment,NOAAS_TOT_FLOOD,Total number of floods,11,No,,,Climate Risk,No,,No,,,,,,,,,
497,4. Physical infrastructure,Environment,NOAAS_TOT_HAIL,Total number of hail events,11,No,,,Climate Risk,No,,No,,,,,,,,,
498,4. Physical infrastructure,Environment,NOAAS_TOT_HEAT_EVENTS,Total number of heat events,11,No,,,Climate Risk,No,,No,,,,,,,,,
499,4. Physical infrastructure,Environment,NOAAS_TOT_HURRICANE_STORM,Total number of hurricanes and tropical storms,11,No,,,Climate Risk,No,,No,,,,,,,,,
500,4. Physical infrastructure,Environment,NOAAS_TOT_INJURIES_DIRECT,Total number of injuries directly caused by storm events during the year,117,No,,,Housing Challenges,No,,No,,,,,,,,,
501,4. Physical infrastructure,Environment,NOAAS_TOT_INJURIES_DIRECT,Total number of injuries directly caused by storm events during the year,117,No,,,Climate Risk,No,,No,,,,,,,,,
502,4. Physical infrastructure,Environment,NOAAS_TOT_INJURIES_INDIRECT,Total number of injuries indirectly caused by storm events during the year,117,No,,,Housing Challenges,No,,No,,,,,,,,,
503,4. Physical infrastructure,Environment,NOAAS_TOT_INJURIES_INDIRECT,Total number of injuries indirectly caused by storm events during the year,117,No,,,Climate Risk,No,,No,,,,,,,,,
504,4. Physical infrastructure,Environment,NOAAS_TOT_STORMEVENT,Total number of storm events,11,No,,,Climate Risk,No,,No,,,,,,,,,
505,4. Physical infrastructure,Environment,NOAAS_TOT_TORNADO,Total number of tornadoes,11,No,,,Climate Risk,No,,No,,,,,,,,,
506,4. Physical infrastructure,Environment,NOAAS_TOT_WILDFIRE,Total number of wildfires,11,No,,,Climate Risk,No,,No,,,,,,,,,
507,4. Physical infrastructure,Environment,NOAAS_TOT_WIND,Total number of wind events,11,No,,,Climate Risk,No,,No,,,,,,,,,
508,5. Healthcare context,Characteristics of health care providers,PC_PCT_MEDICARE_APPRVD_FULL_AMT,Percentage of clinicians who accept Medicare Approved Amounts in full,5,No,,,financial Risk,No,,No,,,,,,,,,
509,5. Healthcare context,Characteristics of health care providers,PC_PCT_MCARE_MAY_ACPT_APPRVD_AMT,Percentage of clinicians who may accept the Medicare Approved Amounts,5,No,,,financial Risk,No,,No,,,,,,,,,
510,6. Geography,,POINT_ZIP,Flag for ZIPs associated bulk mail delivery points for large facilities (ZIP level),1,No,,,Transportation Risk,No,,No,,,,,,,,,
511,5. Healthcare context,Characteristics of health care facilities,POS_CMHC_RATE,"Total number of Community Mental Health Centers per 1,000 population",72,No,,,Social Environmental Risk,No,,No,,,,,,,,,
512,5. Healthcare context,Characteristics of health care facilities,POS_CMHC_RATE,"Total number of Community Mental Health Centers per 1,000 population",72,No,,,financial Risk,No,,No,,,,,,,,,
513,5. Healthcare context,Characteristics of health care facilities,POS_DIST_ALC,"Distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted ZIP centroids",125,No,,,Transportation Risk,No,,No,,,,,,,,,
514,5. Healthcare context,Characteristics of health care facilities,POS_DIST_ALC_TRACT,"Distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids",125,No,,,Transportation Risk,No,,No,,,,,,,,,
515,5. Healthcare context,Characteristics of health care facilities,POS_DIST_CLINIC,"Distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted ZIP centroids",120,No,,,Transportation Risk,No,,No,,,,,,,,,
516,5. Healthcare context,Characteristics of health care facilities,POS_DIST_CLINIC_TRACT,"Distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids",120,No,,,Transportation Risk,No,,No,,,,,,,,,
517,5. Healthcare context,Characteristics of health care facilities,POS_HOSP_ALC_RATE,"Total number of hospitals with alcohol and/or drug abuse inpatient care per 1,000 population",9,No,,,Social Environmental Risk,No,,No,,,,,,,,,
518,5. Healthcare context,Characteristics of health care facilities,POS_HOSP_ALC_RATE,"Total number of hospitals with alcohol and/or drug abuse inpatient care per 1,000 population",9,No,,,Transportation Risk,No,,No,,,,,,,,,
519,5. Healthcare context,Characteristics of health care facilities,POS_HOSP_BURN_RATE,"Total number of hospitals with burn care per 1,000 population",9,No,,,Social Environmental Risk,No,,No,,,,,,,,,
520,5. Healthcare context,Characteristics of health care facilities,POS_HOSP_BURN_RATE,"Total number of hospitals with burn care per 1,000 population",9,No,,,Transportation Risk,No,,No,,,,,,,,,
521,5. Healthcare context,Characteristics of health care facilities,POS_HOSP_ED_RATE,"Total number of hospitals with emergency department per 1,000 population",0,No,,,Transportation Risk,No,,No,,,,,,,,,
522,5. Healthcare context,Characteristics of health care facilities,POS_MAX_DIST_ALC,"Maximum distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",125,No,,,Transportation Risk,No,,No,,,,,,,,,
523,5. Healthcare context,Characteristics of health care facilities,POS_MAX_DIST_CLINIC,"Maximum distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",120,No,,,Transportation Risk,No,,No,,,,,,,,,
524,5. Healthcare context,Characteristics of health care facilities,POS_MEAN_DIST_ALC,"Mean distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",125,No,,,Transportation Risk,No,,No,,,,,,,,,
525,5. Healthcare context,Characteristics of health care facilities,POS_MEAN_DIST_CLINIC,"Mean distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",120,No,,,Transportation Risk,No,,No,,,,,,,,,
526,5. Healthcare context,Characteristics of health care facilities,POS_MEDIAN_DIST_ALC,"Median distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",125,No,,,Transportation Risk,No,,No,,,,,,,,,
527,5. Healthcare context,Characteristics of health care facilities,POS_MEDIAN_DIST_CLINIC,"Median distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",120,No,,,Transportation Risk,No,,No,,,,,,,,,
528,5. Healthcare context,Characteristics of health care facilities,POS_MIN_DIST_ALC,"Minimum distance in miles to the nearest hospital with alcohol and drug abuse inpatient care, calculated using population weighted tract centroids in the county",125,No,,,Transportation Risk,No,,No,,,,,,,,,
529,5. Healthcare context,Characteristics of health care facilities,POS_MIN_DIST_CLINIC,"Minimum distance in miles to the nearest health clinic (FQHC, RHC), calculated using population weighted tract centroids in the county",120,No,,,Transportation Risk,No,,No,,,,,,,,,
530,5. Healthcare context,Characteristics of health care facilities,POS_PCT_HOSP_FOR_PROFIT,Percentage of hospitals that are private for-profit hospitals,14,No,,,Transportation Risk,No,,No,,,,,,,,,
531,5. Healthcare context,Characteristics of health care facilities,POS_PCT_HOSP_GOV,"Percentage of hospitals that are government (federal, state, local, district) hospitals",14,No,,,Transportation Risk,No,,No,,,,,,,,,
532,5. Healthcare context,Characteristics of health care facilities,POS_PCT_HOSP_NON_PROFIT,Percentage of hospitals that are private not-for-profit hospitals,14,No,,,Transportation Risk,No,,No,,,,,,,,,
533,5. Healthcare context,Characteristics of health care facilities,POS_TOT_CMHC,Total number of Community Mental Health Centers,72,No,,,Social Environmental Risk,No,,No,,,,,,,,,
534,5. Healthcare context,Characteristics of health care facilities,POS_TOT_CMHC,Total number of Community Mental Health Centers,72,No,,,financial Risk,No,,No,,,,,,,,,
535,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_ALC,Total number of hospitals with alcohol and/or drug abuse inpatient care,9,No,,,Social Environmental Risk,No,,No,,,,,,,,,
536,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_ALC,Total number of hospitals with alcohol and/or drug abuse inpatient care,9,No,,,Transportation Risk,No,,No,,,,,,,,,
537,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_AMBULANCE,Total number of hospitals with ambulance services,0,No,,,Transportation Risk,No,,No,,,,,,,,,
538,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_BURN,Total number of hospitals with burn care,9,No,,,Social Environmental Risk,No,,No,,,,,,,,,
539,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_BURN,Total number of hospitals with burn care,9,No,,,Transportation Risk,No,,No,,,,,,,,,
540,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_ED,Total number of hospitals with emergency department,0,No,,,Transportation Risk,No,,No,,,,,,,,,
541,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_PSYCH,Total number of hospitals with psychiatric care,72,No,,,Social Environmental Risk,No,,No,,,,,,,,,
542,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_PSYCH,Total number of hospitals with psychiatric care,72,No,,,financial Risk,No,,No,,,,,,,,,
543,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_REHAB,Total number of hospitals with rehabilitative care,9,No,,,Social Environmental Risk,No,,No,,,,,,,,,
544,5. Healthcare context,Characteristics of health care facilities,POS_TOT_HOSP_REHAB,Total number of hospitals with rehabilitative care,9,No,,,Transportation Risk,No,,No,,,,,,,,,
545,5. Healthcare context,Health Insurance Status,SAHIE_PCT_UNINSURED64,Estimated percentage of uninsured population for all income levels (under 65 years),139,No,,,financial Risk,No,,No,,,,,,,,,
546,5. Healthcare context,Health Insurance Status,SAHIE_PCT_UNINSURED64_138_400FPL,Estimated percentage of uninsured population between 138%-400% of poverty (under 65 years),139,No,,,financial Risk,No,,No,,,,,,,,,
547,5. Healthcare context,Health Insurance Status,SAHIE_PCT_UNINSURED64_250FPL,Estimated percentage of uninsured population at or below 250% of poverty (under 65 years),139,No,,,financial Risk,No,,No,,,,,,,,,
548,2. Economic context,Income,SAIPE_MEDIAN_HH_INCOME,Estimated median household income,124,No,,,financial Risk,No,,No,,,,,,,,,
549,2. Economic context,Poverty,SAIPE_PCT_POV,Estimated percentage of people of all ages in poverty,31,No,,,financial Risk,No,,No,,,,,,,,,
550,2. Economic context,Poverty,SAIPE_PCT_POV_5_17,Estimated percentage of related children aged 5-17 in families in poverty,31,No,,,financial Risk,No,,No,,,,,,,,,
551,2. Economic context,Poverty,SAIPE_TOT_POV,Estimated number of people of all ages in poverty,31,No,,,financial Risk,No,,No,,,,,,,,,
552,6. Geography,,ZCTA,"ZIP Code Tabulation Area, 5-digits",1,No,,,Transportation Risk,No,,No,,,,,,,,,
553,6. Geography,,ZIPCODE,"ZIP Code, 5-digits",1,No,,,Transportation Risk,No,,No,,,,,,,,,
